overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,years_at_club,contract_years_remaining,is_loaned,nationality_freq,league_freq,preferred_foot_Right,position_group_DEF,position_group_MID
70,76,2200000,22000,25,181,66,2.0,3,2,1,70.0,56.0,68.0,67.0,68.0,69.0,65,56,59,71,46,65,68,62,68,67,73,68,75,67,72,56,70,76,64,56,74,71,60,65,65,68,68,69,69,7.1726027397260275,3.0,0,1329,606,True,False,True
78,84,22500000,70000,22,180,75,1.0,2,4,1,88.0,72.0,73.0,81.0,30.0,66.0,74,72,44,75,63,82,81,63,64,80,90,86,84,75,76,74,70,74,69,74,48,35,73,76,59,79,27,26,28,0.04657534246575343,5.0,0,833,537,False,False,True
68,68,375000,3000,35,176,65,2.0,2,3,1,53.0,61.0,69.0,66.0,69.0,64.0,72,55,67,70,51,63,70,68,72,69,51,54,68,65,72,70,66,53,67,66,70,71,64,63,66,67,68,69,69,1.1726027397260275,1.0,0,930,562,False,True,False
74,74,4600000,19000,26,188,80,1.0,3,3,1,59.0,61.0,70.0,74.0,67.0,76.0,57,58,52,78,53,74,64,46,74,79,58,60,70,72,59,68,65,87,74,64,69,68,62,74,52,70,68,69,66,2.1890410958904107,3.0,0,252,607,True,False,True
72,72,2100000,11000,28,182,70,1.0,2,3,1,81.0,51.0,68.0,72.0,69.0,67.0,72,49,59,72,39,73,68,49,64,73,86,77,70,71,69,56,78,52,70,52,74,69,64,64,53,63,68,72,70,0.0410958904109589,1.0,0,131,431,False,True,False
70,70,1100000,12000,32,183,84,1.0,3,3,1,66.0,57.0,64.0,68.0,68.0,79.0,55,48,68,68,57,67,61,45,67,69,63,69,67,68,67,72,78,81,81,64,70,69,61,69,50,68,70,67,64,2.4767123287671233,1.0,0,833,1140,True,False,True
70,70,1100000,13000,32,173,61,1.0,4,3,1,71.0,56.0,73.0,69.0,63.0,66.0,75,54,54,73,43,68,73,69,70,74,66,75,65,65,70,64,71,75,63,53,60,65,74,74,55,68,63,65,66,1.0465753424657533,2.0,0,303,888,True,True,False
68,68,375000,8000,36,172,74,1.0,4,2,1,65.0,66.0,67.0,65.0,67.0,60.0,55,62,55,69,55,62,65,74,68,67,65,65,72,60,67,70,61,66,55,72,65,62,68,75,70,67,72,70,68,0.6712328767123288,0.0,0,102,222,False,False,True
86,87,64500000,190000,28,187,82,1.0,4,2,4,59.0,39.0,69.0,69.0,86.0,84.0,54,29,85,81,32,64,46,48,79,75,55,62,62,86,56,74,85,71,89,26,88,86,39,64,45,85,87,87,85,4.975342465753425,4.0,0,315,537,True,True,False
72,78,3700000,7000,23,180,72,1.0,3,3,1,85.0,66.0,67.0,76.0,48.0,63.0,66,66,56,69,59,76,66,63,63,73,87,84,86,70,81,70,76,50,67,66,64,41,70,69,55,73,45,54,42,1.210958904109589,1.0,1,996,431,True,False,True
76,86,17000000,23000,21,189,86,1.0,3,4,1,87.0,75.0,67.0,76.0,32.0,71.0,64,77,70,72,66,79,73,52,61,76,83,91,80,70,61,75,85,71,78,74,51,23,75,68,67,71,34,27,23,4.054794520547945,5.0,0,833,607,True,False,False
72,72,625000,9000,35,183,71,1.0,3,3,1,49.0,61.0,70.0,68.0,73.0,72.0,59,58,71,77,43,65,55,57,75,71,44,53,67,70,65,76,74,64,80,60,61,72,55,74,55,73,74,73,72,0.6520547945205479,0.0,0,954,855,True,True,False
73,73,3100000,21000,28,185,81,1.0,3,3,1,77.0,71.0,64.0,71.0,34.0,80.0,58,71,75,68,72,70,62,60,61,71,77,77,74,72,74,72,88,76,79,68,84,30,78,68,66,69,26,34,27,0.19452054794520549,1.0,0,76,73,True,False,False
82,82,8000000,38000,35,180,76,1.0,4,2,3,73.0,37.0,68.0,71.0,82.0,79.0,70,32,79,82,38,64,55,37,67,79,67,77,65,81,76,54,83,79,79,28,80,82,37,53,45,75,82,83,81,1.1726027397260275,1.0,0,930,888,True,True,False
81,81,25500000,47000,29,184,79,1.0,3,2,3,76.0,81.0,67.0,77.0,20.0,79.0,68,85,82,71,72,78,59,49,60,77,77,76,75,82,66,79,93,72,87,76,62,11,85,70,87,78,15,11,18,0.2547945205479452,3.0,0,642,252,True,False,False
68,73,1800000,5000,24,175,70,2.0,3,3,1,80.0,63.0,67.0,73.0,61.0,57.0,65,63,58,70,58,72,60,55,67,73,84,76,85,65,80,68,65,73,45,64,64,59,59,67,47,65,56,68,65,1.2191780821917808,2.0,0,996,474,True,False,True
66,71,1200000,2000,25,183,72,3.0,3,2,1,68.0,60.0,68.0,64.0,62.0,71.0,67,53,57,68,56,62,68,69,69,65,68,68,69,64,72,70,71,80,71,67,60,65,59,68,63,66,62,62,61,3.6904109589041094,2.0,0,1329,604,True,False,True
70,79,3400000,10000,21,180,68,1.0,3,2,1,71.0,61.0,68.0,73.0,62.0,68.0,63,54,48,74,49,72,58,54,71,72,69,72,75,75,72,74,58,81,56,72,82,66,55,68,50,75,60,62,69,3.1315068493150684,3.0,0,71,56,True,True,False
75,75,4900000,25000,29,184,77,1.0,1,2,1,82.0,51.0,64.0,71.0,72.0,74.0,70,49,63,67,41,73,60,35,60,69,76,87,75,77,56,60,78,76,74,47,69,74,68,62,49,60,74,73,69,0.2547945205479452,3.0,0,642,252,True,True,False
70,70,1600000,15000,29,177,70,1.0,4,4,1,65.0,67.0,71.0,72.0,60.0,60.0,65,63,54,73,69,67,76,68,71,78,64,65,75,65,68,73,60,67,56,69,59,67,64,72,62,78,62,61,46,4.1726027397260275,2.0,0,147,56,True,False,True
77,77,3400000,37000,34,185,72,1.0,2,2,2,64.0,49.0,65.0,63.0,77.0,79.0,62,42,80,72,48,58,57,46,71,68,62,65,65,72,60,61,83,74,79,50,85,74,51,60,51,67,78,76,78,1.2191780821917808,2.0,0,642,419,True,True,False
70,75,2400000,7000,24,191,84,1.0,3,2,1,70.0,62.0,65.0,68.0,69.0,77.0,55,63,63,71,52,67,47,55,69,71,69,70,65,69,64,60,77,85,80,68,60,70,70,67,46,65,69,69,68,2.1561643835616437,2.0,0,361,1140,False,False,True
67,68,1200000,2000,27,184,72,3.0,3,2,1,71.0,61.0,65.0,69.0,64.0,70.0,55,63,54,68,52,68,65,68,69,69,74,69,75,66,73,58,69,76,69,62,65,65,60,66,56,57,62,69,67,1.104109589041096,2.0,0,148,604,True,False,True
69,69,1300000,7000,28,179,74,1.0,4,2,1,81.0,66.0,67.0,68.0,61.0,69.0,71,68,53,68,55,69,59,47,66,67,82,80,71,60,72,65,71,91,63,69,55,65,67,67,55,59,60,62,59,3.271232876712329,1.0,0,996,1140,True,True,False
88,88,84000000,230000,27,190,87,1.0,2,2,4,64.0,44.0,64.0,65.0,88.0,84.0,42,37,90,79,33,64,57,31,76,71,61,67,51,88,37,62,88,71,89,39,86,87,52,63,51,79,89,88,87,5.052054794520548,4.0,0,642,537,False,True,False
67,67,825000,7000,31,179,75,1.0,3,2,1,66.0,67.0,63.0,66.0,67.0,71.0,60,66,72,68,61,64,41,45,66,67,64,67,67,70,65,73,76,72,70,70,73,67,70,65,52,70,66,68,66,1.2054794520547945,1.0,0,227,419,True,False,True
70,79,3600000,6000,22,171,68,1.0,3,2,1,74.0,55.0,67.0,72.0,64.0,77.0,56,53,53,73,46,72,49,46,72,73,78,70,81,67,82,65,77,85,78,52,62,68,59,71,58,51,67,65,59,0.9534246575342465,2.0,0,227,855,True,False,True
84,84,7500000,38000,37,192,88,1.0,3,3,3,57.0,50.0,65.0,65.0,87.0,81.0,34,37,84,79,39,65,58,56,82,72,61,54,39,88,34,75,85,73,84,60,82,88,20,65,61,86,89,87,82,2.221917808219178,1.0,0,558,607,False,True,False
66,66,525000,2000,33,182,80,1.0,3,3,1,77.0,61.0,63.0,66.0,59.0,71.0,66,56,61,63,61,61,66,60,61,64,77,77,85,61,85,69,78,77,71,63,60,61,60,63,66,62,57,58,60,2.221917808219178,3.0,0,252,403,True,False,True
67,72,1500000,5000,25,185,75,1.0,3,3,1,63.0,66.0,66.0,66.0,60.0,77.0,60,57,57,70,67,66,59,69,68,68,73,54,69,58,65,82,66,90,74,75,70,63,60,65,47,60,59,59,63,0.2191780821917808,3.0,0,396,456,False,False,True
69,74,2000000,14000,25,179,70,1.0,3,3,1,78.0,67.0,64.0,68.0,65.0,66.0,60,70,50,69,55,64,58,52,60,73,77,78,73,72,71,65,68,74,64,69,61,66,67,68,55,62,67,68,63,0.20273972602739726,4.0,0,200,97,True,False,True
70,70,750000,14000,34,175,76,1.0,3,3,1,85.0,67.0,65.0,68.0,54.0,70.0,67,64,47,66,60,68,63,61,62,65,84,86,79,65,72,75,71,71,70,70,70,57,66,66,54,63,58,53,46,1.6849315068493151,0.0,0,114,607,True,False,True
78,78,12000000,76000,29,192,90,1.0,4,2,2,39.0,57.0,71.0,65.0,78.0,82.0,54,51,77,77,55,66,67,56,86,68,36,42,47,78,50,75,70,70,87,58,86,79,45,69,44,78,79,78,78,1.073972602739726,4.0,0,346,537,True,True,False
70,70,1700000,6000,27,174,81,1.0,4,3,1,77.0,71.0,68.0,72.0,38.0,68.0,68,66,57,67,74,73,76,75,66,72,78,76,76,66,74,80,77,62,74,74,59,37,66,67,76,60,37,35,28,1.0438356164383562,1.0,0,28,460,True,False,False
68,75,2400000,7000,23,189,81,1.0,3,3,1,78.0,66.0,64.0,70.0,53.0,73.0,60,67,63,66,56,70,62,62,60,71,77,78,73,65,69,71,80,79,74,65,62,51,67,66,56,67,44,59,56,2.243835616438356,3.0,0,346,274,False,False,False
73,74,2900000,19000,28,185,78,1.0,3,2,1,68.0,53.0,65.0,65.0,73.0,76.0,64,46,71,73,56,62,58,45,69,68,69,67,64,72,68,68,81,72,77,52,78,73,55,56,49,69,72,73,73,0.2191780821917808,3.0,0,90,274,True,True,False
67,68,1200000,5000,25,172,68,1.0,3,3,1,78.0,67.0,65.0,67.0,55.0,61.0,65,64,63,65,55,65,73,65,62,63,76,79,83,61,85,72,71,74,56,70,56,51,67,64,65,58,52,58,53,0.673972602739726,2.0,0,9,429,False,False,True
64,64,275000,2000,34,165,70,1.0,3,3,1,79.0,64.0,65.0,66.0,54.0,62.0,63,60,63,65,62,62,69,68,65,63,78,79,86,65,87,70,71,71,55,66,64,56,62,64,65,60,50,56,45,2.780821917808219,1.0,0,930,429,True,False,True
74,74,4099999,26000,30,179,70,1.0,3,3,1,60.0,69.0,72.0,76.0,65.0,56.0,62,72,60,78,50,78,62,55,76,76,61,60,69,73,77,66,63,58,57,70,48,71,72,73,56,69,59,72,58,3.1945205479452055,1.0,0,930,488,False,False,True
68,68,1200000,3000,30,180,73,1.0,3,3,1,72.0,65.0,63.0,68.0,63.0,71.0,57,64,58,68,54,66,50,53,66,69,73,71,78,64,79,71,70,85,64,64,73,67,64,66,56,62,59,65,61,2.221917808219178,2.0,0,252,403,False,False,True
73,73,2700000,13000,29,176,70,1.0,2,2,1,81.0,51.0,66.0,71.0,67.0,72.0,68,50,65,73,43,70,51,47,62,71,81,81,79,65,75,59,78,82,68,45,68,72,66,62,49,68,68,64,65,1.1753424657534246,2.0,0,954,855,True,True,False
70,70,1400000,14000,29,176,78,1.0,3,2,1,44.0,57.0,66.0,69.0,71.0,69.0,56,41,66,69,46,67,74,75,65,74,45,44,66,71,70,72,66,78,71,76,51,66,61,67,74,69,74,77,60,0.2547945205479452,3.0,0,642,252,True,False,True
78,78,12000000,27000,30,177,72,1.0,3,2,1,64.0,50.0,67.0,68.0,76.0,76.0,54,35,63,77,35,64,55,41,73,74,64,64,63,76,69,72,72,82,71,64,82,78,65,69,40,70,76,79,78,6.2246575342465755,2.0,0,930,488,True,False,True
75,82,10500000,23000,22,181,70,1.0,4,2,1,75.0,45.0,67.0,67.0,75.0,77.0,72,44,73,72,37,64,51,42,69,68,77,73,72,74,74,54,86,78,76,37,75,75,61,62,48,67,75,75,73,1.1506849315068493,4.0,0,930,488,True,True,False
68,71,1600000,6000,25,178,67,1.0,2,3,1,83.0,64.0,63.0,65.0,60.0,68.0,61,63,60,67,64,63,51,46,65,63,87,80,78,65,78,66,78,78,63,63,63,55,59,65,65,61,58,65,58,2.7041095890410958,1.0,0,954,855,False,False,True
72,72,2300000,16000,29,177,70,1.0,4,3,1,84.0,64.0,67.0,73.0,51.0,62.0,72,64,43,70,58,72,49,60,58,73,87,81,79,81,75,63,64,77,59,66,49,66,77,71,53,68,34,58,57,0.2547945205479452,3.0,0,642,252,True,False,True
79,86,36000000,38000,21,187,70,1.0,2,3,1,81.0,81.0,63.0,75.0,32.0,80.0,53,82,67,73,77,75,52,55,58,79,76,85,68,78,69,86,83,69,83,79,83,28,79,63,68,77,26,33,22,1.210958904109589,1.0,1,200,419,False,False,False
65,65,575000,1000,31,183,65,3.0,4,3,1,65.0,67.0,67.0,67.0,55.0,67.0,64,64,68,68,63,66,71,67,66,67,66,64,71,64,74,72,75,61,72,67,60,50,65,67,70,68,55,55,52,0.08767123287671233,1.0,0,1329,604,True,False,True
69,77,3000000,2000,23,163,61,3.0,5,3,1,83.0,61.0,65.0,73.0,62.0,61.0,65,63,51,68,46,71,65,46,66,69,85,82,87,66,90,60,66,75,54,62,61,63,64,65,48,67,63,65,63,2.1671232876712327,2.0,0,1329,604,True,True,False
70,71,1900000,4000,27,175,77,1.0,4,2,1,84.0,67.0,61.0,69.0,44.0,81.0,55,70,70,66,70,67,60,42,58,68,83,84,84,66,79,68,88,85,81,65,73,29,63,63,54,65,39,45,55,2.6575342465753424,1.0,0,274,381,True,False,False
75,78,7000000,39000,25,175,70,1.0,3,3,1,86.0,46.0,66.0,71.0,69.0,70.0,75,41,61,69,35,72,62,43,66,66,86,86,82,70,82,53,70,80,64,45,73,71,70,59,48,64,67,73,70,1.210958904109589,1.0,1,303,431,True,True,False
75,75,2700000,26000,33,186,82,1.0,3,2,1,57.0,46.0,71.0,67.0,75.0,73.0,69,41,77,76,49,64,67,49,75,71,59,55,66,75,64,52,82,60,78,49,76,75,65,68,35,74,75,76,73,1.1342465753424658,1.0,0,60,431,True,True,False
68,68,1200000,5000,29,189,74,1.0,2,3,1,46.0,71.0,71.0,66.0,57.0,72.0,71,67,57,71,65,66,75,73,72,72,51,42,52,64,59,81,66,76,75,74,61,59,62,67,74,73,56,57,55,2.1945205479452055,1.0,0,396,456,False,False,True
73,73,2600000,7000,30,184,77,1.0,2,2,1,71.0,60.0,68.0,70.0,68.0,69.0,72,61,58,73,48,69,59,50,63,71,76,66,68,68,75,59,71,89,60,60,68,66,69,64,57,68,69,70,68,1.1726027397260275,2.0,0,346,714,True,True,False
68,71,1600000,7000,26,175,70,1.0,3,3,1,74.0,62.0,68.0,74.0,57.0,68.0,63,56,55,71,56,77,67,63,67,74,76,72,73,59,70,72,72,69,66,68,69,55,68,68,55,69,59,57,58,0.21095890410958903,4.0,0,954,855,True,False,True
73,74,3200000,31000,27,178,70,1.0,3,3,1,72.0,53.0,68.0,76.0,70.0,58.0,73,45,61,72,53,77,56,60,62,78,78,67,72,73,71,59,68,60,53,59,66,75,71,67,55,68,69,70,71,2.126027397260274,2.0,0,642,762,False,True,False
72,72,1100000,18000,34,169,62,1.0,4,4,1,79.0,70.0,70.0,73.0,46.0,64.0,69,70,52,71,62,72,69,70,64,73,80,79,82,70,76,72,70,73,63,70,55,58,68,75,69,71,58,31,27,3.2575342465753425,1.0,0,954,112,True,False,True
75,82,11500000,35000,22,178,73,1.0,4,3,1,84.0,73.0,67.0,77.0,36.0,65.0,69,72,64,71,63,77,70,52,56,76,85,84,80,76,83,78,78,64,64,73,63,39,75,69,61,72,39,26,24,0.07123287671232877,4.0,0,1329,607,True,False,True
72,72,1600000,25000,32,176,76,2.0,3,2,1,52.0,65.0,67.0,69.0,70.0,71.0,60,62,60,73,58,67,50,50,70,73,53,51,65,72,70,73,68,65,74,68,74,69,67,68,52,69,72,73,70,0.15342465753424658,1.0,0,274,606,True,False,True
71,72,2200000,12000,26,175,76,1.0,3,3,1,69.0,61.0,71.0,74.0,63.0,60.0,65,62,58,77,48,73,65,55,72,74,74,65,79,68,81,60,67,63,58,64,58,64,68,72,54,72,60,68,60,2.221917808219178,2.0,0,930,607,True,False,True
72,75,2900000,7000,25,185,73,2.0,3,3,1,74.0,52.0,67.0,69.0,66.0,77.0,74,49,65,67,51,69,73,45,69,71,72,75,65,71,60,64,77,91,72,45,72,66,59,62,48,71,67,67,65,4.967123287671233,1.0,0,930,562,False,True,False
72,72,2200000,13000,27,183,83,2.0,3,3,1,65.0,59.0,65.0,68.0,69.0,78.0,61,58,61,70,43,67,57,42,69,69,67,63,65,70,74,69,73,87,72,59,85,69,57,67,49,69,69,71,71,0.06301369863013699,4.0,0,1329,606,True,False,True
74,74,4600000,6000,27,189,78,2.0,2,3,1,66.0,71.0,69.0,73.0,50.0,73.0,70,73,77,74,58,75,60,50,58,77,66,66,65,78,57,75,82,71,75,69,70,52,73,74,58,66,44,48,41,1.0547945205479452,4.0,0,833,491,False,False,False
67,67,1000000,8000,28,173,67,2.0,4,3,1,59.0,59.0,67.0,70.0,64.0,72.0,58,59,58,70,45,68,67,66,68,68,75,46,78,61,85,62,72,79,69,62,70,66,62,69,50,71,65,64,62,0.2191780821917808,3.0,0,996,474,True,False,True
68,69,1300000,2000,26,177,72,2.0,3,3,1,79.0,57.0,66.0,71.0,62.0,63.0,66,48,48,68,61,71,70,65,60,72,78,79,76,66,72,63,64,74,59,67,61,65,67,64,56,64,65,61,59,3.186301369863014,2.0,0,558,491,True,True,False
69,74,2100000,3000,24,184,79,2.0,2,3,1,67.0,66.0,63.0,69.0,70.0,72.0,49,63,64,69,51,68,54,49,68,68,68,67,72,70,72,75,75,65,75,68,70,72,68,69,53,69,69,73,67,0.6958904109589041,2.0,0,39,491,True,False,True
71,78,3800000,8000,23,174,76,1.0,2,3,1,86.0,69.0,64.0,76.0,44.0,66.0,70,71,61,67,66,78,71,45,50,70,89,83,89,70,82,74,77,71,60,65,73,45,68,64,60,64,40,42,40,4.991780821917808,3.0,0,29,607,False,False,False
72,72,1200000,5000,33,177,72,1.0,3,3,1,82.0,58.0,64.0,70.0,65.0,68.0,67,56,54,66,59,68,64,47,60,70,81,83,75,70,78,62,71,86,64,60,54,64,62,64,44,64,67,66,66,4.093150684931507,0.0,0,387,381,True,True,False
70,73,2100000,5000,26,184,77,2.0,3,2,1,61.0,67.0,66.0,68.0,67.0,74.0,55,72,68,72,37,70,65,68,68,72,57,64,57,66,56,65,72,77,74,66,69,65,69,67,57,59,60,73,68,2.0986301369863014,4.0,0,930,562,True,False,True
69,69,1400000,6000,28,192,79,1.0,4,4,1,76.0,71.0,64.0,69.0,46.0,79.0,66,70,67,63,63,74,70,64,63,67,68,82,70,54,56,74,78,81,78,73,79,48,70,62,64,64,28,58,40,0.2191780821917808,0.0,0,76,1140,True,False,False
74,83,8500000,17000,20,186,79,1.0,2,2,1,69.0,57.0,65.0,71.0,70.0,75.0,45,55,66,76,43,70,58,38,72,73,71,67,66,71,73,67,77,75,73,54,79,71,70,71,40,70,69,72,69,1.1917808219178083,3.0,0,46,431,False,False,True
82,84,32500000,115000,27,185,79,1.0,2,3,3,66.0,48.0,62.0,65.0,83.0,81.0,42,48,82,76,52,60,54,38,70,67,63,68,65,81,64,64,86,69,83,36,89,84,43,60,40,79,83,83,86,3.0575342465753423,4.0,0,954,537,True,True,False
70,71,1700000,8000,27,181,76,1.0,2,2,1,81.0,62.0,65.0,63.0,65.0,68.0,72,62,55,65,52,60,69,71,59,66,78,83,69,58,58,67,71,84,61,57,63,67,68,62,69,64,66,67,58,2.717808219178082,0.0,0,954,855,False,True,False
75,75,3500000,24000,33,181,74,1.0,4,4,1,71.0,73.0,74.0,77.0,42.0,60.0,65,73,48,78,69,75,76,69,74,80,73,70,77,72,78,75,66,56,67,72,45,42,68,75,69,72,45,35,43,2.2465753424657535,1.0,0,104,1140,True,False,True
74,74,4200000,19000,29,187,81,1.0,3,3,1,67.0,75.0,68.0,72.0,38.0,78.0,66,75,72,74,74,72,63,59,58,75,59,74,66,72,54,78,79,83,79,73,67,40,72,69,74,83,23,37,46,0.2547945205479452,3.0,0,642,252,True,False,False
68,69,1400000,7000,27,175,74,1.0,3,2,1,70.0,69.0,71.0,65.0,57.0,67.0,69,70,45,73,49,60,70,72,70,70,69,70,68,66,70,69,61,73,66,69,62,55,70,68,70,67,57,63,58,0.6904109589041096,0.0,0,954,97,True,False,True
65,65,550000,2000,32,185,82,4.0,3,3,1,69.0,61.0,64.0,65.0,63.0,74.0,62,58,55,66,51,64,61,56,67,65,62,75,73,63,68,61,69,76,74,66,73,65,60,65,69,66,64,64,61,2.2273972602739724,1.0,0,8,589,True,False,True
68,68,875000,13000,31,178,74,1.0,3,3,1,57.0,62.0,64.0,69.0,67.0,66.0,68,48,54,68,68,68,76,80,68,68,63,52,73,65,74,82,63,60,64,80,81,65,41,41,46,66,68,69,73,0.1589041095890411,2.0,0,90,26,False,True,False
67,67,1100000,2000,27,178,85,2.0,3,2,1,73.0,59.0,65.0,63.0,63.0,80.0,49,52,65,74,61,61,55,58,68,65,67,78,67,61,72,76,78,84,80,63,76,63,54,67,42,60,62,65,62,2.2164383561643834,1.0,0,558,491,True,False,True
72,72,2300000,9000,28,180,72,1.0,3,3,1,75.0,67.0,71.0,71.0,57.0,62.0,64,70,56,75,52,69,66,54,73,73,74,76,78,72,74,63,68,81,60,69,41,57,70,74,55,62,56,58,54,5.104109589041096,1.0,0,263,429,True,False,True
69,69,1200000,5000,28,178,74,1.0,2,3,1,59.0,61.0,67.0,66.0,64.0,73.0,55,56,63,72,66,64,63,60,71,67,64,54,67,68,68,70,70,88,68,61,69,65,61,71,56,69,67,61,61,0.7150684931506849,2.0,0,359,714,True,False,True
75,77,6000000,44000,26,188,85,1.0,2,2,1,68.0,57.0,66.0,64.0,74.0,81.0,53,52,77,75,54,61,55,35,72,68,62,73,58,67,66,75,86,78,86,55,73,72,58,69,32,74,73,75,73,4.065753424657534,3.0,0,323,297,False,True,False
72,79,4500000,25000,22,178,62,2.0,4,3,1,78.0,54.0,67.0,72.0,67.0,65.0,69,54,54,70,52,71,60,51,65,70,79,77,82,70,73,55,67,82,56,52,64,67,68,66,50,68,68,69,67,4.49041095890411,4.0,0,1329,606,True,True,False
63,63,375000,900,32,175,70,4.0,3,3,1,78.0,60.0,63.0,67.0,58.0,69.0,63,61,50,63,62,64,65,65,61,65,79,78,84,59,80,58,68,72,62,60,81,59,61,64,63,68,59,60,57,3.221917808219178,2.0,0,241,589,True,False,True
72,72,2300000,16000,29,173,64,1.0,3,3,1,80.0,69.0,73.0,74.0,43.0,50.0,76,66,56,76,72,72,77,76,63,75,75,84,80,67,84,74,58,68,43,68,45,47,68,68,68,76,28,51,44,0.2547945205479452,3.0,0,642,252,False,False,True
77,77,11000000,37000,27,182,65,1.0,3,4,1,85.0,72.0,69.0,77.0,39.0,64.0,70,74,43,72,65,78,80,59,58,77,87,83,85,74,70,72,62,89,54,73,59,36,72,73,51,68,41,38,34,0.04657534246575343,3.0,0,76,419,False,False,True
72,75,3100000,24000,25,181,75,2.0,3,4,1,85.0,66.0,66.0,75.0,52.0,59.0,67,66,55,68,59,76,69,56,59,73,86,85,84,63,79,70,69,72,54,66,55,53,69,68,56,65,49,54,51,1.1123287671232878,2.0,0,71,606,True,False,True
73,73,2500000,69000,30,184,83,1.0,3,2,1,53.0,59.0,69.0,70.0,74.0,67.0,70,56,69,72,46,69,72,54,73,73,53,53,62,74,64,70,70,55,72,58,69,74,56,62,54,72,75,76,74,6.120547945205479,1.0,0,361,537,True,True,False
71,71,1500000,12000,32,185,78,1.0,4,3,1,77.0,72.0,63.0,72.0,42.0,71.0,62,70,68,63,71,72,80,62,58,73,76,77,72,71,65,77,80,75,71,74,62,44,70,65,67,73,33,42,35,1.0356164383561643,2.0,0,365,419,True,False,False
69,69,1400000,6000,29,181,75,2.0,2,3,1,64.0,60.0,70.0,69.0,63.0,79.0,68,65,61,73,34,67,44,66,71,72,65,64,67,68,70,62,74,91,76,55,74,64,68,71,50,70,59,66,65,1.6356164383561644,2.0,0,833,430,True,False,True
74,86,10000000,19000,20,177,79,1.0,3,3,1,71.0,74.0,71.0,76.0,46.0,69.0,58,76,53,80,64,78,58,53,75,78,73,70,73,67,72,71,71,73,73,75,51,55,72,71,66,74,18,66,45,4.7315068493150685,1.0,0,263,888,True,False,True
70,71,1800000,6000,27,175,74,1.0,3,3,1,72.0,61.0,67.0,74.0,65.0,64.0,53,59,57,77,48,74,57,63,74,76,71,72,71,67,78,73,68,71,61,63,64,66,56,63,48,61,65,67,64,0.15342465753424658,3.0,0,642,460,False,False,True
69,70,1600000,10000,27,188,79,1.0,4,3,1,69.0,64.0,67.0,69.0,67.0,75.0,63,60,63,71,39,69,54,63,67,72,66,72,66,66,59,73,76,70,78,70,73,68,67,68,57,68,66,69,63,0.13150684931506848,4.0,0,263,607,True,False,True
72,82,4800000,18000,20,193,76,1.0,3,2,1,69.0,65.0,66.0,69.0,68.0,75.0,49,65,63,74,48,70,50,43,71,73,66,72,60,72,56,70,73,80,73,67,74,65,68,74,50,71,70,71,65,2.304109589041096,1.0,0,227,419,True,False,True
68,68,1200000,5000,30,184,76,2.0,3,4,1,78.0,66.0,67.0,68.0,57.0,67.0,69,65,52,67,59,70,72,64,63,65,81,75,80,63,51,74,73,51,69,66,79,57,66,66,55,60,58,58,55,0.18356164383561643,2.0,0,930,562,True,False,True
70,71,1800000,30000,27,180,70,2.0,3,3,1,59.0,62.0,70.0,70.0,67.0,68.0,65,60,61,74,42,70,64,59,73,72,63,56,63,70,69,70,68,63,65,64,82,66,67,71,47,73,65,70,67,2.095890410958904,1.0,0,1329,606,True,False,True
75,75,5500000,25000,28,178,75,1.0,4,3,1,89.0,69.0,67.0,80.0,38.0,63.0,66,71,39,71,65,80,74,58,55,77,88,90,93,70,88,68,66,66,62,68,63,54,73,72,62,78,25,41,34,0.6246575342465753,3.0,0,3,431,False,False,True
71,71,1600000,15000,29,176,75,1.0,3,2,1,80.0,56.0,63.0,65.0,68.0,74.0,61,53,73,67,43,63,46,32,69,62,80,80,75,68,70,66,86,73,75,55,69,70,63,66,58,71,69,65,68,0.2191780821917808,1.0,0,149,112,True,True,False
74,78,6000000,17000,24,175,70,1.0,3,3,1,79.0,72.0,71.0,74.0,41.0,62.0,72,70,59,74,64,76,70,55,67,74,76,81,75,72,71,78,70,64,59,77,63,41,74,72,59,67,39,39,32,5.136986301369863,4.0,0,930,488,True,False,True
82,82,19500000,53000,33,190,75,1.0,4,3,3,59.0,84.0,63.0,76.0,35.0,80.0,50,86,87,82,82,79,44,62,58,83,54,63,56,82,32,83,85,75,84,78,77,24,85,50,86,75,29,35,27,4.221917808219178,2.0,0,147,488,False,False,False
74,74,2700000,23000,33,180,74,1.0,3,3,1,76.0,72.0,66.0,72.0,36.0,68.0,66,73,71,68,68,71,71,61,59,72,78,75,72,76,73,74,84,66,75,70,51,31,78,70,70,72,40,26,32,2.7095890410958905,2.0,0,76,73,True,False,False
68,68,1200000,5000,29,180,79,1.0,2,3,1,78.0,59.0,62.0,66.0,63.0,80.0,63,60,70,66,46,63,59,38,62,69,80,76,75,62,69,70,83,91,74,51,81,64,62,62,53,58,63,62,57,5.104109589041096,0.0,0,359,714,True,False,True
